"Reach height, standing",Stature,"Eye height, standing",Shoulder height,"Fist height, standing","Thigh clearance, sitting","Elbow height, sitting","Popliteal height, sitting","Eye height, sitting",Sitting height,"Reach height, sitting",Breadth over the elbows,Shoulder breadth (bi-deltoid),Hip breadth,Elbow-finger tip length,Abdominal depth,Buttock-popliteal depth,Hand length,Hand width (with thumb),Body mass,"Cervical (c7) height, sitting","Cervical (c7)-backplane depth, sitting","Sacrum-backplane depth, sitting",Heel height,"Palm height, standing"
1656.0,1529.0,1421.0,565.0,719.0,136.0,204.0,497.0,668.0,447.0,,423.0,393.0,399.0,449.0,296.0,468.0,169.0,79.0,62.0,602.0,63.0,18.0,50.0,
1730.0,1578.0,1471.0,544.0,753.0,128.0,204.0,467.0,693.0,432.0,972.0,414.0,392.0,349.0,437.0,284.0,469.0,177.0,79.0,56.6,583.0,73.0,6.0,35.0,744.0
1514.0,1478.0,,523.0,642.0,114.0,204.0,469.0,641.0,439.0,,406.0,361.0,375.0,432.0,320.0,472.0,171.0,73.0,88.8,567.0,114.0,4.0,30.0,
1760.0,1597.0,1483.0,555.0,793.0,97.0,204.0,498.0,675.0,443.0,,446.0,368.0,314.0,422.0,257.0,478.0,165.0,70.0,44.2,591.0,90.0,,55.0,
1526.0,1473.0,1396.0,524.0,714.0,150.0,204.0,426.0,656.0,381.0,,454.0,402.0,421.0,423.0,327.0,478.0,168.0,76.0,70.7,571.0,59.0,31.0,45.0,
1385.0,1420.0,1303.0,507.0,681.0,143.0,204.0,397.0,641.0,352.0,880.0,481.0,392.0,467.0,419.0,403.0,486.0,178.0,74.0,74.8,537.0,,7.0,45.0,632.0
,,,507.0,,120.0,204.0,477.0,657.0,427.0,,473.0,358.0,312.0,417.0,375.0,517.0,166.0,72.0,45.0,497.0,41.0,88.0,50.0,
1812.0,1638.0,1529.0,561.0,751.0,122.0,204.0,472.0,722.0,427.0,1080.0,424.0,400.0,400.0,480.0,331.0,537.0,194.0,82.0,75.9,581.0,45.0,26.0,45.0,748.0
1613.0,1488.0,1405.0,524.0,715.0,146.0,205.0,422.0,695.0,382.0,,476.0,426.0,386.0,422.0,324.0,421.0,181.0,75.0,67.0,580.0,35.0,3.0,40.0,
,,,536.0,,109.0,205.0,438.0,651.0,393.0,950.0,442.0,364.0,368.0,417.0,266.0,441.0,163.0,74.0,53.0,560.0,90.0,11.0,45.0,
1557.0,1424.0,1382.0,510.0,630.0,129.0,205.0,415.0,652.0,357.0,982.0,489.0,397.0,390.0,411.0,328.0,472.0,158.0,49.0,69.0,515.0,55.0,14.0,58.0,593.0
1610.0,1516.0,,524.0,730.0,108.0,205.0,448.0,668.0,398.0,,431.0,440.0,376.0,428.0,353.0,473.0,176.0,71.0,63.2,565.0,61.0,29.0,50.0,
1673.0,1571.0,1467.0,548.0,718.0,144.0,205.0,464.0,718.0,421.0,1045.0,500.0,406.0,457.0,454.0,340.0,500.0,179.0,81.0,83.4,614.0,98.0,8.0,43.0,703.0
,,,568.0,,114.0,205.0,446.0,668.0,401.0,940.0,468.0,391.0,402.0,453.0,317.0,507.0,178.0,72.0,62.4,612.0,101.0,21.0,45.0,
1726.0,1543.0,1455.0,515.0,670.0,130.0,205.0,470.0,651.0,435.0,1023.0,461.0,,404.0,467.0,366.0,537.0,190.0,81.0,65.3,557.0,76.0,40.0,35.0,687.0
,,,504.0,,98.0,206.0,461.0,686.0,421.0,,426.0,381.0,305.0,373.0,299.0,428.0,184.0,80.0,51.1,530.0,35.0,9.0,40.0,
,,,492.0,,149.0,206.0,376.0,626.0,361.0,770.0,466.0,388.0,370.0,393.0,354.0,446.0,153.0,70.0,64.5,508.0,51.0,40.0,15.0,
1633.0,1573.0,1464.0,565.0,746.0,111.0,206.0,458.0,701.0,413.0,,476.0,409.0,400.0,436.0,378.0,492.0,179.0,81.0,74.1,598.0,38.0,,45.0,
1599.0,1523.0,1433.0,542.0,750.0,132.0,206.0,435.0,681.0,390.0,940.0,393.0,383.0,402.0,428.0,295.0,512.0,172.0,79.0,61.0,579.0,89.0,16.0,45.0,710.0
1761.0,1649.0,1531.0,551.0,736.0,120.0,206.0,496.0,694.0,451.0,950.0,392.0,379.0,397.0,460.0,313.0,542.0,178.0,73.0,65.0,596.0,68.0,27.0,45.0,
,,,551.0,,93.0,207.0,494.0,644.0,458.0,,385.0,436.0,346.0,446.0,266.0,479.0,181.0,76.0,48.1,549.0,103.0,24.0,36.0,
1613.0,1502.0,1420.0,525.0,695.0,106.0,207.0,464.0,639.0,424.0,,426.0,363.0,336.0,444.0,293.0,483.0,178.0,81.0,44.3,554.0,74.0,24.0,40.0,675.0
1823.0,1618.0,1493.0,571.0,767.0,105.0,207.0,467.0,695.0,442.0,,435.0,402.0,364.0,439.0,293.0,492.0,175.0,73.0,63.3,627.0,86.0,24.0,25.0,
,,,542.0,,193.0,207.0,428.0,691.0,398.0,,495.0,418.0,452.0,453.0,362.0,495.0,166.0,83.0,79.0,572.0,65.0,16.0,30.0,
1818.0,1601.0,1401.0,558.0,759.0,103.0,208.0,480.0,753.0,443.0,985.0,417.0,405.0,327.0,441.0,277.0,469.0,172.0,65.0,52.0,610.0,71.0,11.0,37.0,744.0
,,,518.0,,112.0,208.0,452.0,663.0,400.0,858.0,406.0,373.0,361.0,391.0,304.0,480.0,170.0,68.0,51.3,,,60.0,52.0,
1721.0,1590.0,1489.0,555.0,759.0,109.0,208.0,471.0,711.0,426.0,,428.0,367.0,363.0,430.0,278.0,492.0,178.0,81.0,54.7,606.0,85.0,24.0,45.0,
1686.0,1560.0,1468.0,563.0,713.0,135.0,208.0,413.0,735.0,373.0,1020.0,364.0,376.0,364.0,430.0,273.0,499.0,165.0,73.0,55.1,603.0,44.0,1.0,40.0,717.0
,,,502.0,,102.0,208.0,460.0,557.0,459.0,820.0,352.0,339.0,320.0,429.0,339.0,522.0,175.0,70.0,42.6,509.0,81.0,131.0,1.0,
1695.0,1603.0,1492.0,541.0,766.0,149.0,208.0,463.0,703.0,418.0,1010.0,456.0,411.0,486.0,461.0,324.0,533.0,172.0,75.0,77.0,596.0,78.0,1.0,45.0,740.0
1444.0,1435.0,,515.0,669.0,120.0,209.0,414.0,629.0,379.0,,459.0,389.0,391.0,403.0,293.0,443.0,144.0,72.0,56.6,560.0,58.0,1.0,35.0,
1584.0,1570.0,1470.0,515.0,720.0,128.0,209.0,469.0,695.0,449.0,880.0,487.0,426.0,418.0,453.0,358.0,489.0,180.0,71.0,74.3,579.0,98.0,18.0,20.0,
,,,473.0,,97.0,209.0,443.0,,408.0,,426.0,323.0,,425.0,336.0,490.0,161.0,71.0,38.5,489.0,131.0,44.0,35.0,
1640.0,1525.0,1410.0,541.0,713.0,132.0,209.0,442.0,659.0,402.0,,446.0,445.0,388.0,433.0,342.0,525.0,191.0,75.0,71.8,570.0,86.0,28.0,40.0,
1607.0,1557.0,1427.0,544.0,706.0,94.0,210.0,450.0,648.0,415.0,,406.0,338.0,343.0,436.0,263.0,435.0,173.0,76.0,49.2,578.0,91.0,31.0,35.0,
1615.0,1501.0,1384.0,522.0,688.0,125.0,210.0,470.0,685.0,410.0,1043.0,400.0,362.0,343.0,416.0,270.0,443.0,168.0,74.0,51.7,565.0,46.0,20.0,60.0,690.0
1690.0,1483.0,1391.0,514.0,712.0,126.0,210.0,385.0,692.0,355.0,840.0,404.0,387.0,354.0,429.0,293.0,465.0,178.0,86.0,58.6,560.0,56.0,6.0,30.0,678.0
1745.0,1566.0,1455.0,558.0,700.0,80.0,210.0,467.0,701.0,437.0,,417.0,364.0,336.0,423.0,277.0,470.0,182.0,69.0,44.2,596.0,93.0,31.0,30.0,
,,,555.0,,145.0,210.0,426.0,702.0,388.0,,461.0,432.0,400.0,395.0,355.0,482.0,169.0,79.0,80.0,613.0,91.0,41.0,38.0,
1755.0,1583.0,1468.0,552.0,761.0,126.0,210.0,454.0,700.0,404.0,1005.0,445.0,424.0,349.0,428.0,317.0,483.0,166.0,68.0,61.5,598.0,95.0,17.0,50.0,725.0
1633.0,1574.0,1451.0,570.0,698.0,115.0,210.0,460.0,705.0,428.0,,402.0,378.0,343.0,434.0,286.0,488.0,172.0,69.0,51.5,561.0,63.0,17.0,32.0,
1658.0,1535.0,1451.0,537.0,707.0,115.0,210.0,444.0,672.0,409.0,,422.0,385.0,411.0,444.0,292.0,494.0,180.0,78.0,59.7,566.0,38.0,15.0,35.0,
1740.0,1600.0,1495.0,567.0,747.0,112.0,210.0,466.0,717.0,421.0,1100.0,416.0,478.0,398.0,439.0,298.0,500.0,173.0,77.0,62.8,592.0,70.0,1.0,45.0,723.0
1675.0,1619.0,1497.0,559.0,,103.0,210.0,487.0,686.0,442.0,,378.0,377.0,328.0,424.0,256.0,502.0,169.0,70.0,41.9,576.0,91.0,18.0,45.0,
1872.0,1651.0,1524.0,575.0,787.0,128.0,210.0,448.0,721.0,408.0,,444.0,396.0,367.0,450.0,295.0,508.0,173.0,76.0,65.0,639.0,59.0,15.0,40.0,
,,,534.0,,144.0,210.0,486.0,663.0,441.0,,488.0,418.0,431.0,457.0,414.0,512.0,185.0,81.0,89.5,617.0,98.0,64.0,45.0,
,,,556.0,,119.0,210.0,511.0,713.0,479.0,,480.0,395.0,421.0,478.0,373.0,513.0,187.0,67.0,75.5,603.0,108.0,38.0,32.0,
,,,567.0,,124.0,210.0,477.0,695.0,437.0,,406.0,349.0,369.0,447.0,324.0,524.0,179.0,68.0,65.0,617.0,124.0,20.0,40.0,
1665.0,1500.0,1400.0,534.0,666.0,118.0,211.0,420.0,665.0,380.0,1045.0,453.0,424.0,380.0,474.0,314.0,514.0,175.0,76.0,,595.0,86.0,16.0,40.0,663.0
,1574.0,1435.0,552.0,753.0,134.0,211.0,431.0,617.0,426.0,,430.0,378.0,335.0,444.0,300.0,527.0,182.0,78.0,61.0,596.0,147.0,33.0,5.0,
1529.0,1483.0,1361.0,507.0,725.0,103.0,212.0,459.0,647.0,414.0,1000.0,397.0,371.0,324.0,410.0,291.0,421.0,156.0,70.0,47.0,569.0,105.0,25.0,45.0,
1616.0,1539.0,1463.0,538.0,761.0,101.0,212.0,479.0,693.0,429.0,,423.0,356.0,281.0,433.0,235.0,435.0,174.0,77.0,42.2,542.0,49.0,26.0,50.0,
,,,540.0,,117.0,212.0,410.0,672.0,390.0,940.0,449.0,408.0,411.0,430.0,294.0,444.0,176.0,75.0,56.0,584.0,66.0,12.0,20.0,
,,,528.0,,116.0,212.0,435.0,645.0,400.0,,395.0,364.0,319.0,411.0,262.0,451.0,162.0,78.0,49.2,548.0,58.0,24.0,35.0,
,1474.0,1390.0,520.0,738.0,124.0,212.0,446.0,673.0,406.0,,420.0,343.0,378.0,394.0,362.0,462.0,156.0,69.0,58.4,550.0,41.0,40.0,40.0,
1479.0,1475.0,1402.0,517.0,713.0,117.0,212.0,439.0,652.0,414.0,,462.0,406.0,370.0,421.0,338.0,467.0,172.0,75.0,62.0,547.0,78.0,38.0,25.0,
1605.0,1535.0,1443.0,568.0,717.0,114.0,212.0,457.0,655.0,419.0,,430.0,377.0,351.0,437.0,274.0,470.0,173.0,72.0,51.8,584.0,101.0,14.0,38.0,
1724.0,1543.0,1426.0,535.0,712.0,91.0,213.0,469.0,716.0,414.0,,434.0,416.0,374.0,418.0,277.0,428.0,170.0,82.0,65.0,606.0,57.0,10.0,55.0,
1545.0,1494.0,1401.0,520.0,734.0,108.0,213.0,450.0,655.0,409.0,,500.0,427.0,415.0,405.0,355.0,451.0,168.0,75.0,73.5,580.0,41.0,,41.0,
1677.0,1576.0,1476.0,574.0,752.0,102.0,213.0,500.0,697.0,460.0,990.0,384.0,360.0,345.0,445.0,284.0,463.0,177.0,80.0,50.0,624.0,81.0,18.0,40.0,
,,,562.0,,153.0,213.0,479.0,748.0,434.0,,469.0,416.0,346.0,450.0,288.0,469.0,185.0,79.0,65.6,590.0,59.0,25.0,45.0,
,,,549.0,,123.0,213.0,448.0,644.0,408.0,940.0,388.0,363.0,370.0,444.0,291.0,474.0,179.0,73.0,58.5,655.0,51.0,48.0,40.0,
,1515.0,,540.0,741.0,139.0,213.0,446.0,597.0,412.0,,436.0,363.0,375.0,449.0,301.0,498.0,183.0,76.0,47.2,570.0,72.0,74.0,34.0,
1785.0,1668.0,1568.0,582.0,782.0,130.0,213.0,510.0,771.0,460.0,1111.0,461.0,408.0,378.0,475.0,282.0,498.0,176.0,83.0,73.5,631.0,61.0,4.0,50.0,
1723.0,1601.0,1521.0,554.0,796.0,91.0,213.0,498.0,704.0,448.0,,428.0,374.0,330.0,407.0,293.0,499.0,160.0,78.0,49.5,579.0,65.0,29.0,50.0,
1636.0,1613.0,1502.0,577.0,,131.0,213.0,474.0,663.0,434.0,940.0,368.0,406.0,406.0,447.0,346.0,504.0,172.0,72.0,68.2,625.0,94.0,21.0,40.0,
,,,542.0,,124.0,213.0,475.0,593.0,440.0,850.0,478.0,386.0,391.0,418.0,348.0,510.0,173.0,72.0,62.2,584.0,131.0,31.0,35.0,
1670.0,1548.0,1450.0,524.0,683.0,134.0,213.0,443.0,675.0,408.0,860.0,415.0,408.0,365.0,445.0,297.0,524.0,179.0,72.0,55.0,570.0,71.0,41.0,35.0,744.0
,,,589.0,,115.0,213.0,478.0,556.0,444.0,740.0,389.0,326.0,316.0,444.0,325.0,531.0,175.0,72.0,43.5,595.0,110.0,106.0,34.0,
1706.0,1548.0,1452.0,528.0,738.0,139.0,214.0,480.0,698.0,430.0,1004.0,351.0,370.0,378.0,440.0,293.0,464.0,183.0,76.0,62.0,582.0,58.0,11.0,50.0,708.0
1528.0,1480.0,1385.0,534.0,667.0,105.0,214.0,479.0,647.0,434.0,907.0,473.0,392.0,415.0,549.0,350.0,470.0,174.0,73.0,68.4,580.0,106.0,34.0,45.0,679.0
,,,560.0,,122.0,214.0,443.0,707.0,403.0,570.0,373.0,352.0,356.0,435.0,297.0,479.0,165.0,76.0,50.0,586.0,65.0,6.0,40.0,
1702.0,1590.0,1477.0,550.0,782.0,118.0,214.0,480.0,714.0,445.0,1012.0,464.0,423.0,347.0,434.0,285.0,482.0,176.0,74.0,61.0,596.0,85.0,15.0,35.0,765.0
1621.0,1464.0,1345.0,541.0,658.0,126.0,214.0,382.0,691.0,341.0,,454.0,413.0,456.0,319.0,361.0,487.0,176.0,76.0,75.7,607.0,71.0,2.0,41.0,
,,,535.0,,115.0,214.0,451.0,594.0,426.0,830.0,418.0,344.0,354.0,413.0,306.0,526.0,158.0,78.0,56.4,556.0,106.0,51.0,25.0,
,,,576.0,,140.0,214.0,466.0,713.0,432.0,,507.0,434.0,421.0,464.0,346.0,538.0,176.0,77.0,89.4,633.0,104.0,20.0,34.0,
,,,498.0,,129.0,215.0,407.0,593.0,372.0,860.0,501.0,363.0,414.0,389.0,349.0,391.0,148.0,68.0,64.2,538.0,74.0,31.0,35.0,
1740.0,1561.0,1457.0,541.0,746.0,121.0,215.0,447.0,747.0,397.0,,343.0,381.0,405.0,434.0,260.0,466.0,175.0,75.0,58.0,583.0,37.0,14.0,50.0,
,,,539.0,,114.0,215.0,421.0,644.0,420.0,900.0,376.0,365.0,311.0,395.0,258.0,466.0,157.0,75.0,39.2,551.0,101.0,61.0,1.0,
1610.0,1560.0,1452.0,564.0,737.0,110.0,215.0,462.0,687.0,407.0,,475.0,425.0,368.0,437.0,388.0,494.0,178.0,75.0,78.5,613.0,61.0,18.0,55.0,
1635.0,1515.0,1398.0,514.0,670.0,141.0,215.0,457.0,690.0,410.0,870.0,511.0,442.0,400.0,423.0,365.0,502.0,169.0,69.0,79.1,574.0,81.0,,47.0,675.0
1844.0,1603.0,1490.0,546.0,716.0,123.0,215.0,487.0,662.0,452.0,,430.0,396.0,386.0,459.0,272.0,503.0,182.0,83.0,59.5,569.0,91.0,18.0,35.0,
1750.0,1556.0,1467.0,538.0,722.0,120.0,215.0,436.0,718.0,396.0,,453.0,417.0,345.0,433.0,343.0,505.0,172.0,79.0,70.6,598.0,80.0,18.0,40.0,
1562.0,1417.0,1323.0,510.0,683.0,112.0,216.0,456.0,688.0,407.0,998.0,364.0,367.0,350.0,420.0,292.0,416.0,162.0,65.0,53.0,554.0,106.0,23.0,49.0,654.0
1555.0,1485.0,,547.0,708.0,115.0,216.0,487.0,654.0,443.0,,424.0,381.0,349.0,422.0,265.0,430.0,174.0,66.0,48.5,573.0,77.0,32.0,44.0,
1393.0,1423.0,1287.0,534.0,690.0,132.0,216.0,408.0,633.0,368.0,600.0,440.0,369.0,403.0,460.0,288.0,469.0,161.0,69.0,58.0,557.0,63.0,1.0,40.0,676.0
1652.0,1531.0,1412.0,541.0,700.0,123.0,216.0,387.0,700.0,347.0,950.0,443.0,365.0,342.0,426.0,240.0,476.0,166.0,76.0,50.2,596.0,111.0,6.0,40.0,685.0
1806.0,1639.0,1548.0,570.0,790.0,113.0,216.0,462.0,761.0,432.0,1090.0,473.0,420.0,376.0,454.0,284.0,477.0,179.0,86.0,69.0,613.0,61.0,1.0,30.0,765.0
1656.0,1564.0,1466.0,549.0,743.0,127.0,216.0,449.0,691.0,402.0,,469.0,379.0,377.0,436.0,338.0,489.0,161.0,77.0,68.0,585.0,95.0,5.0,47.0,
1764.0,1572.0,1500.0,570.0,725.0,133.0,216.0,449.0,766.0,409.0,1000.0,467.0,376.0,432.0,448.0,302.0,494.0,171.0,80.0,68.0,590.0,31.0,4.0,40.0,723.0
1740.0,1550.0,1445.0,541.0,692.0,110.0,216.0,435.0,725.0,385.0,1030.0,425.0,384.0,369.0,406.0,326.0,500.0,173.0,76.0,53.8,570.0,72.0,14.0,50.0,724.0
,1518.0,,537.0,763.0,146.0,216.0,444.0,691.0,399.0,890.0,418.0,383.0,346.0,451.0,343.0,523.0,184.0,78.0,55.7,592.0,81.0,86.0,45.0,
,1371.0,,518.0,753.0,153.0,216.0,412.0,654.0,375.0,800.0,400.0,402.0,319.0,395.0,312.0,528.0,167.0,61.0,43.0,544.0,96.0,77.0,37.0,
,,,547.0,,142.0,216.0,437.0,637.0,395.0,800.0,449.0,386.0,379.0,426.0,308.0,528.0,163.0,72.0,56.7,572.0,119.0,21.0,42.0,
1610.0,1477.0,1360.0,542.0,698.0,135.0,217.0,478.0,663.0,438.0,925.0,427.0,391.0,395.0,410.0,333.0,413.0,158.0,69.0,65.0,576.0,95.0,30.0,40.0,702.0
,,,531.0,,106.0,217.0,463.0,710.0,424.0,,449.0,403.0,356.0,438.0,307.0,484.0,170.0,77.0,61.6,594.0,77.0,45.0,39.0,
1790.0,1590.0,1486.0,555.0,739.0,134.0,217.0,469.0,725.0,436.0,1030.0,443.0,390.0,399.0,453.0,288.0,486.0,186.0,77.0,67.5,600.0,49.0,9.0,33.0,720.0
1717.0,1593.0,1496.0,561.0,725.0,114.0,217.0,456.0,724.0,416.0,1129.0,437.0,392.0,355.0,464.0,306.0,489.0,185.0,80.0,67.5,612.0,70.0,15.0,40.0,719.0
1656.0,1546.0,1423.0,560.0,725.0,117.0,217.0,473.0,681.0,435.0,,471.0,405.0,396.0,434.0,353.0,502.0,182.0,84.0,68.7,575.0,87.0,36.0,38.0,
1554.0,1520.0,1432.0,552.0,772.0,128.0,217.0,451.0,678.0,401.0,900.0,462.0,411.0,386.0,426.0,362.0,510.0,174.0,74.0,67.5,597.0,56.0,21.0,50.0,715.0
,,,565.0,,115.0,217.0,494.0,668.0,464.0,,429.0,391.0,354.0,443.0,297.0,514.0,178.0,72.0,58.2,594.0,111.0,21.0,30.0,
1621.0,1432.0,1346.0,534.0,685.0,125.0,218.0,417.0,695.0,367.0,1020.0,382.0,372.0,360.0,380.0,280.0,444.0,165.0,77.0,52.5,572.0,41.0,12.0,50.0,
1427.0,1493.0,1406.0,545.0,687.0,106.0,218.0,436.0,689.0,401.0,635.0,478.0,391.0,396.0,402.0,354.0,452.0,172.0,83.0,66.0,565.0,64.0,21.0,35.0,
1659.0,1562.0,1463.0,538.0,637.0,94.0,218.0,428.0,698.0,418.0,,350.0,367.0,315.0,415.0,251.0,453.0,174.0,73.0,42.0,565.0,46.0,5.0,10.0,
1544.0,1484.0,1419.0,565.0,702.0,103.0,218.0,397.0,739.0,362.0,970.0,437.0,380.0,336.0,403.0,260.0,456.0,172.0,72.0,48.5,589.0,67.0,3.0,35.0,
,,,511.0,,107.0,218.0,443.0,623.0,403.0,844.0,446.0,405.0,382.0,419.0,336.0,458.0,147.0,71.0,59.3,556.0,78.0,26.0,40.0,
1619.0,1501.0,1410.0,506.0,681.0,111.0,218.0,433.0,722.0,413.0,950.0,376.0,376.0,364.0,422.0,301.0,464.0,161.0,75.0,55.0,551.0,51.0,1.0,20.0,663.0
1565.0,1538.0,1429.0,538.0,701.0,121.0,218.0,427.0,716.0,387.0,1020.0,406.0,375.0,382.0,428.0,319.0,483.0,167.0,73.0,60.5,584.0,54.0,1.0,40.0,695.0
1686.0,1584.0,1485.0,551.0,785.0,120.0,218.0,444.0,676.0,414.0,1050.0,409.0,385.0,400.0,436.0,298.0,493.0,173.0,75.0,61.1,571.0,51.0,1.0,30.0,796.0
1706.0,1589.0,1473.0,570.0,745.0,131.0,218.0,484.0,730.0,439.0,1040.0,443.0,422.0,360.0,465.0,352.0,504.0,186.0,85.0,72.0,612.0,70.0,15.0,45.0,
1658.0,1645.0,1525.0,573.0,741.0,113.0,218.0,509.0,675.0,469.0,,461.0,382.0,347.0,460.0,277.0,524.0,172.0,82.0,68.3,612.0,104.0,30.0,40.0,
1750.0,1633.0,1507.0,576.0,755.0,153.0,218.0,482.0,721.0,420.0,1045.0,499.0,454.0,422.0,463.0,307.0,525.0,186.0,89.0,84.6,601.0,61.0,8.0,62.0,774.0
1698.0,1656.0,1525.0,558.0,732.0,115.0,218.0,486.0,695.0,451.0,,435.0,393.0,374.0,471.0,341.0,527.0,187.0,72.0,66.7,616.0,106.0,41.0,35.0,
1739.0,1710.0,1589.0,567.0,819.0,156.0,218.0,480.0,748.0,437.0,,479.0,448.0,443.0,473.0,395.0,581.0,194.0,81.0,96.8,641.0,87.0,54.0,43.0,
1680.0,1582.0,1479.0,550.0,757.0,133.0,219.0,457.0,,414.0,,473.0,436.0,400.0,423.0,327.0,437.0,177.0,73.0,80.0,604.0,39.0,1.0,43.0,
,,,543.0,,93.0,219.0,436.0,669.0,411.0,,451.0,375.0,348.0,423.0,304.0,445.0,168.0,74.0,47.0,596.0,74.0,39.0,25.0,
1539.0,1506.0,1398.0,531.0,736.0,115.0,219.0,432.0,672.0,387.0,917.0,451.0,391.0,392.0,429.0,338.0,453.0,169.0,75.0,62.5,582.0,74.0,15.0,45.0,728.0
,,,578.0,,102.0,219.0,470.0,700.0,430.0,,481.0,442.0,369.0,449.0,345.0,462.0,166.0,79.0,58.5,572.0,32.0,17.0,40.0,
,,,526.0,,148.0,219.0,441.0,,406.0,,393.0,354.0,362.0,406.0,393.0,464.0,162.0,69.0,61.4,553.0,126.0,21.0,35.0,
1635.0,1535.0,1439.0,532.0,724.0,139.0,219.0,467.0,,428.0,912.0,484.0,375.0,403.0,438.0,344.0,482.0,166.0,66.0,63.5,568.0,127.0,,39.0,714.0
,,,601.0,,143.0,219.0,414.0,717.0,364.0,,429.0,384.0,315.0,439.0,261.0,496.0,179.0,70.0,48.5,593.0,57.0,24.0,50.0,
,,,539.0,,119.0,219.0,455.0,684.0,415.0,,407.0,340.0,353.0,447.0,312.0,500.0,181.0,68.0,53.4,572.0,101.0,40.0,40.0,
,,,551.0,748.0,136.0,219.0,427.0,666.0,392.0,,540.0,484.0,470.0,418.0,408.0,520.0,169.0,75.0,91.5,593.0,88.0,46.0,35.0,
1720.0,1543.0,1413.0,533.0,738.0,116.0,220.0,483.0,697.0,423.0,,402.0,400.0,368.0,452.0,250.0,494.0,194.0,81.0,52.1,550.0,59.0,36.0,60.0,
1810.0,1568.0,1480.0,556.0,723.0,142.0,220.0,438.0,727.0,396.0,1120.0,436.0,418.0,374.0,457.0,309.0,499.0,167.0,75.0,70.0,596.0,44.0,,42.0,721.0
,,,609.0,,,220.0,445.0,674.0,400.0,920.0,496.0,390.0,388.0,417.0,382.0,502.0,154.0,65.0,69.8,594.0,81.0,71.0,45.0,
,,,528.0,,192.0,220.0,405.0,674.0,380.0,,593.0,428.0,572.0,458.0,568.0,507.0,172.0,80.0,116.3,568.0,88.0,46.0,25.0,
,1586.0,1495.0,598.0,810.0,131.0,220.0,497.0,732.0,462.0,990.0,576.0,428.0,346.0,449.0,346.0,517.0,181.0,74.0,63.2,608.0,65.0,66.0,35.0,
1543.0,1528.0,1445.0,555.0,719.0,141.0,220.0,410.0,699.0,389.0,887.0,445.0,384.0,370.0,441.0,350.0,526.0,177.0,75.0,71.5,586.0,127.0,30.0,21.0,700.0
1829.0,1675.0,1577.0,563.0,771.0,153.0,220.0,453.0,756.0,413.0,1050.0,434.0,442.0,424.0,481.0,321.0,548.0,186.0,78.0,85.1,620.0,57.0,1.0,40.0,785.0
1557.0,1432.0,1289.0,538.0,,105.0,221.0,442.0,621.0,407.0,,493.0,386.0,368.0,372.0,383.0,436.0,152.0,74.0,62.3,558.0,88.0,61.0,35.0,
1807.0,1688.0,1556.0,586.0,798.0,108.0,221.0,519.0,733.0,477.0,,458.0,411.0,367.0,475.0,318.0,452.0,195.0,82.0,70.5,610.0,75.0,3.0,42.0,
1652.0,1574.0,1458.0,570.0,786.0,125.0,221.0,445.0,741.0,399.0,1112.0,463.0,400.0,386.0,440.0,311.0,456.0,172.0,78.0,64.0,598.0,41.0,32.0,46.0,780.0
1599.0,1473.0,,546.0,719.0,107.0,221.0,430.0,677.0,390.0,,452.0,405.0,397.0,428.0,321.0,471.0,174.0,74.0,62.0,559.0,65.0,10.0,40.0,
,,,565.0,,125.0,221.0,,718.0,,,430.0,395.0,362.0,498.0,300.0,511.0,196.0,82.0,69.4,623.0,98.0,15.0,30.0,
1574.0,1568.0,1444.0,569.0,738.0,125.0,222.0,432.0,736.0,402.0,950.0,367.0,387.0,372.0,432.0,349.0,457.0,182.0,79.0,71.6,607.0,166.0,6.0,30.0,708.0
1684.0,1526.0,1410.0,516.0,778.0,139.0,222.0,480.0,640.0,450.0,,582.0,437.0,456.0,448.0,473.0,481.0,173.0,78.0,109.0,564.0,91.0,4.0,30.0,
1736.0,1637.0,1527.0,575.0,738.0,139.0,222.0,477.0,739.0,432.0,,478.0,406.0,426.0,466.0,313.0,503.0,188.0,79.0,77.4,621.0,52.0,9.0,45.0,
1614.0,1454.0,1347.0,517.0,702.0,161.0,222.0,432.0,598.0,397.0,890.0,422.0,379.0,372.0,429.0,348.0,508.0,177.0,78.0,60.5,571.0,3.0,82.0,35.0,702.0
1768.0,1654.0,1574.0,588.0,769.0,118.0,222.0,476.0,712.0,441.0,,375.0,384.0,321.0,466.0,317.0,512.0,178.0,75.0,60.5,632.0,78.0,11.0,35.0,
1546.0,1530.0,1103.0,551.0,728.0,133.0,222.0,445.0,644.0,405.0,,458.0,406.0,407.0,422.0,374.0,518.0,170.0,76.0,79.2,616.0,130.0,56.0,40.0,
,,,559.0,,148.0,222.0,458.0,690.0,416.0,,487.0,385.0,429.0,441.0,325.0,520.0,185.0,74.0,64.6,582.0,66.0,36.0,42.0,
,,,495.0,,98.0,222.0,453.0,637.0,422.0,,379.0,355.0,371.0,415.0,297.0,527.0,165.0,70.0,53.9,540.0,105.0,47.0,31.0,
1832.0,1687.0,1558.0,574.0,749.0,149.0,222.0,484.0,775.0,444.0,1055.0,515.0,441.0,460.0,455.0,304.0,534.0,189.0,83.0,87.0,649.0,85.0,6.0,40.0,766.0
1827.0,1602.0,1522.0,549.0,768.0,145.0,222.0,443.0,740.0,396.0,,531.0,369.0,432.0,437.0,331.0,557.0,163.0,81.0,90.0,589.0,51.0,14.0,47.0,
